ADSK_Категория здания по взрывопожарной и пожарной опасности : 
ADSK_Класс конструктивной пожарной опасности здания : 
ADSK_Класс пожарной опасности строительных конструкций : 
ADSK_Класс функциональной пожарной опасности здания : 
ADSK_Количество пожарных отсеков : 0
ADSK_Номер здания : 
ADSK_Сведения о проекте : 
ADSK_Степень огнестойкости здания : 
ADSK_Уровень ответственности здания : 
SiteName : Российская Федерация, Пермский край Красновишерский городской округ, г. Красновишерск
VKPR_Версия шаблона : 
VKPR_Вид строительства : Реконструкция (далее - строительство)
VKPR_Наименование проекта_МТекст : Реконструкция системы водоподготовки Красновишерского городского округа
VKPR_Номер ГПЗУ : 59:25:0010152; 59:25:0010103; 59:25:0010106; 59:25:0010230 (231); 59:25:0010240; 59:25:0010242; 59:25:0010247; 59:25:0010250 (251); 59:25:0010306; 59:25:0010406; 59:25:0010415; 59:25:0010421; 59:25:0010422; 59:25:0010804; 59:25:0010805; 59:25:0010807
VKPR_Общая площадь здания : 7,84
VKPR_Отметка нуля проекта : 127,97
VKPR_Отметка уровня земли : 127,82
VKPR_Расчетная площадь здания : 0,00
VKPR_Строительный объем здания : 24,41
Адрес проекта : Российская Федерация, Пермский край Красновишерский городской округ, г. Красновишерск
Вариант конструкции : -1
Версия шаблона : 1.20220727
Дата утверждения проекта : Дата
Заказчик : Муниципальное учреждение «Управление капитального строительства»
Имя семейства : 
Имя типа : 
Категория : Сведения о проекте
Категория : Сведения о проекте
Название организации : ООО "ВерхнекамПроект"
Наименование здания : Насосная станция 1-го подъема
Наименование проекта : Реконструкция системы водоподготовки Красновишерского городского округа
Номер проекта : 102-2022
Описание организации : 
Параметры энергопотребления : 
Разработал : 
Разработчики шаблона : ООО "ВерхнекамПроект"
Статус проекта : П
